CLNDR_DT,Revenue,CLNDR_DT_MONTHSEQ,Auth_Date,Auth_Date_MonthSeq,Category,project
30-09-2023,1021.541627,177,31-12-2022,168,Area3,Project6920
31-10-2023,2161.614,178,31-12-2022,168,Area3,Project6920
30-11-2023,8330.894237,179,31-12-2022,168,Area3,Project6920
28-02-2023,141,170,28-02-2023,170,Area3,Project12357
31-03-2023,2454.013365,171,28-02-2023,170,Area3,Project12357
30-04-2023,583.7375656,172,28-02-2023,170,Area3,Project12357
31-05-2023,1015.091228,173,28-02-2023,170,Area3,Project12357
30-06-2023,1440.232016,174,28-02-2023,170,Area3,Project12357
31-07-2023,2860.701031,175,28-02-2023,170,Area3,Project12357
31-08-2023,978.6068098,176,28-02-2023,170,Area3,Project12357
30-09-2023,962.5920238,177,28-02-2023,170,Area3,Project12357
31-10-2023,3956.457065,178,28-02-2023,170,Area3,Project12357
30-11-2023,829.889478,179,28-02-2023,170,Area3,Project12357
31-12-2023,2078.120374,180,28-02-2023,170,Area3,Project12357
31-01-2024,423,181,28-02-2023,170,Area3,Project12357
29-02-2024,0,182,29-02-2024,182,Area1,Project229
31-03-2024,0,183,29-02-2024,182,Area1,Project229
30-04-2024,43301.66,184,29-02-2024,182,Area1,Project229
31-05-2024,2952.05,185,29-02-2024,182,Area1,Project229
31-12-2022,0,168,31-12-2022,168,Area2,Project6935
31-01-2023,0,169,31-12-2022,168,Area2,Project6935
28-02-2023,0,170,31-12-2022,168,Area2,Project6935
31-03-2023,0,171,31-12-2022,168,Area2,Project6935
30-04-2023,0,172,31-12-2022,168,Area2,Project6935
31-05-2023,0,173,31-12-2022,168,Area2,Project6935
30-06-2023,0,174,31-12-2022,168,Area2,Project6935
31-07-2023,0,175,31-12-2022,168,Area2,Project6935
31-08-2023,0,176,31-12-2022,168,Area2,Project6935
30-09-2023,0,177,31-12-2022,168,Area2,Project6935
31-10-2023,0,178,31-12-2022,168,Area2,Project6935
30-11-2023,0,179,31-12-2022,168,Area2,Project6935
31-12-2022,3632.84,168,31-12-2022,168,Area3,Project6534
31-01-2023,7757.65879,169,31-12-2022,168,Area3,Project6534
28-02-2023,17657.72777,170,31-12-2022,168,Area3,Project6534
31-03-2023,15198.13228,171,31-12-2022,168,Area3,Project6534
30-04-2023,1068.256259,172,31-12-2022,168,Area3,Project6534
31-05-2023,410.7617441,173,31-12-2022,168,Area3,Project6534
30-06-2023,-318.5767731,174,31-12-2022,168,Area3,Project6534
31-07-2023,6561.849147,175,31-12-2022,168,Area3,Project6534
31-08-2023,37618.20173,176,31-12-2022,168,Area3,Project6534
30-09-2023,23996.68996,177,31-12-2022,168,Area3,Project6534
31-10-2023,10796.95888,178,31-12-2022,168,Area3,Project6534
30-11-2023,4884.050064,179,31-12-2022,168,Area3,Project6534
31-08-2023,2711.11,176,31-08-2023,176,Area3,Project6538
30-09-2023,11709.80056,177,31-08-2023,176,Area3,Project6538
31-10-2023,7265.461876,178,31-08-2023,176,Area3,Project6538
30-11-2023,7313.598388,179,31-08-2023,176,Area3,Project6538
31-12-2023,3258.520149,180,31-08-2023,176,Area3,Project6538
31-01-2024,4707.55,181,31-08-2023,176,Area3,Project6538
29-02-2024,16863.69227,182,31-08-2023,176,Area3,Project6538
31-03-2024,25611.12066,183,31-08-2023,176,Area3,Project6538
30-04-2024,15427.08838,184,31-08-2023,176,Area3,Project6538
31-05-2024,7045.580647,185,31-08-2023,176,Area3,Project6538
31-08-2022,0,164,31-08-2022,164,Area1,Project13617
30-09-2022,0,165,31-08-2022,164,Area1,Project13617
31-10-2022,0,166,31-08-2022,164,Area1,Project13617
30-11-2022,75366.90598,167,31-08-2022,164,Area1,Project13617
31-12-2022,70592.44662,168,31-08-2022,164,Area1,Project13617
31-01-2023,110358.9345,169,31-08-2022,164,Area1,Project13617
28-02-2023,140733.4512,170,31-08-2022,164,Area1,Project13617
31-03-2023,199608.5317,171,31-08-2022,164,Area1,Project13617
30-04-2023,107685.2637,172,31-08-2022,164,Area1,Project13617
31-05-2023,152417.0439,173,31-08-2022,164,Area1,Project13617
30-06-2023,114310.8691,174,31-08-2022,164,Area1,Project13617
31-07-2023,85624.09835,175,31-08-2022,164,Area1,Project13617
28-02-2023,0,170,28-02-2023,170,Area2,Project6785
31-03-2023,46408.83389,171,28-02-2023,170,Area2,Project6785
30-04-2023,344156.9239,172,28-02-2023,170,Area2,Project6785
31-05-2023,425785.9574,173,28-02-2023,170,Area2,Project6785
30-06-2023,711309.7396,174,28-02-2023,170,Area2,Project6785
31-07-2023,644423.7189,175,28-02-2023,170,Area2,Project6785
31-08-2023,916681.5033,176,28-02-2023,170,Area2,Project6785
30-09-2023,862637.1745,177,28-02-2023,170,Area2,Project6785
31-10-2023,1116754.21,178,28-02-2023,170,Area2,Project6785
30-11-2023,1014513.881,179,28-02-2023,170,Area2,Project6785
31-12-2023,954554.9749,180,28-02-2023,170,Area2,Project6785
31-01-2024,1071371.063,181,28-02-2023,170,Area2,Project6785
30-09-2022,0,165,30-09-2022,165,Area1,Project11214
31-10-2022,80557.03805,166,30-09-2022,165,Area1,Project11214
30-11-2022,146733.8141,167,30-09-2022,165,Area1,Project11214
31-12-2022,146144.4921,168,30-09-2022,165,Area1,Project11214
31-01-2023,119309.3628,169,30-09-2022,165,Area1,Project11214
28-02-2023,153028.6828,170,30-09-2022,165,Area1,Project11214
31-03-2023,202440.5215,171,30-09-2022,165,Area1,Project11214
30-04-2023,234456.7099,172,30-09-2022,165,Area1,Project11214
31-05-2023,308458.9083,173,30-09-2022,165,Area1,Project11214
30-06-2023,299630.3582,174,30-09-2022,165,Area1,Project11214
31-07-2023,283114.3333,175,30-09-2022,165,Area1,Project11214
31-08-2023,345485.202,176,30-09-2022,165,Area1,Project11214
30-09-2022,0,165,30-09-2022,165,Area2,Project11908
31-10-2022,0,166,30-09-2022,165,Area2,Project11908
30-11-2022,28097.69027,167,30-09-2022,165,Area2,Project11908
31-12-2022,138927.0584,168,30-09-2022,165,Area2,Project11908
31-01-2023,155445.3424,169,30-09-2022,165,Area2,Project11908
28-02-2023,278866.34,170,30-09-2022,165,Area2,Project11908
31-03-2023,305397.9763,171,30-09-2022,165,Area2,Project11908
30-04-2023,294317.644,172,30-09-2022,165,Area2,Project11908
31-05-2023,291347.8864,173,30-09-2022,165,Area2,Project11908
30-06-2023,259403.4377,174,30-09-2022,165,Area2,Project11908
31-07-2023,408471.9654,175,30-09-2022,165,Area2,Project11908
31-08-2023,390808.2555,176,30-09-2022,165,Area2,Project11908
30-09-2022,0,165,30-09-2022,165,Area2,Project11907
31-10-2022,0,166,30-09-2022,165,Area2,Project11907
30-11-2022,1751.107706,167,30-09-2022,165,Area2,Project11907
31-12-2022,4244.524766,168,30-09-2022,165,Area2,Project11907
31-01-2023,5080.083567,169,30-09-2022,165,Area2,Project11907
28-02-2023,28952.6809,170,30-09-2022,165,Area2,Project11907
31-03-2023,43911.96499,171,30-09-2022,165,Area2,Project11907
30-04-2023,28507.20359,172,30-09-2022,165,Area2,Project11907
31-05-2023,-12012.8229,173,30-09-2022,165,Area2,Project11907
30-06-2023,8531.525041,174,30-09-2022,165,Area2,Project11907
31-07-2023,15270.38791,175,30-09-2022,165,Area2,Project11907
31-08-2023,13720.29062,176,30-09-2022,165,Area2,Project11907
30-09-2022,0,165,30-09-2022,165,Area2,Project11909
31-10-2022,0,166,30-09-2022,165,Area2,Project11909
30-11-2022,0,167,30-09-2022,165,Area2,Project11909
31-12-2022,0,168,30-09-2022,165,Area2,Project11909
31-01-2023,0,169,30-09-2022,165,Area2,Project11909
28-02-2023,0,170,30-09-2022,165,Area2,Project11909
31-03-2023,0,171,30-09-2022,165,Area2,Project11909
30-04-2023,0,172,30-09-2022,165,Area2,Project11909
30-09-2022,0,165,30-09-2022,165,Area1,Project12716
31-10-2022,0,166,30-09-2022,165,Area1,Project12716
30-11-2022,5570.54,167,30-09-2022,165,Area1,Project12716
31-12-2022,1350.040227,168,30-09-2022,165,Area1,Project12716
31-01-2023,4693.088431,169,30-09-2022,165,Area1,Project12716
28-02-2023,4464.082414,170,30-09-2022,165,Area1,Project12716
31-03-2023,837.0944915,171,30-09-2022,165,Area1,Project12716
31-05-2023,2.27E-13,173,30-09-2022,165,Area1,Project12716
30-06-2023,4.09E-14,174,30-09-2022,165,Area1,Project12716
30-09-2022,25849.88477,165,30-09-2022,165,Area3,Project6938
31-10-2022,8000.423183,166,30-09-2022,165,Area3,Project6938
30-11-2022,4788,167,30-09-2022,165,Area3,Project6938
30-09-2022,0,165,30-09-2022,165,Area4,Project11501
31-10-2022,18067.75,166,30-09-2022,165,Area4,Project11501
30-11-2022,71341,167,30-09-2022,165,Area4,Project11501
31-12-2022,16012.5,168,30-09-2022,165,Area4,Project11501
31-01-2023,7317,169,30-09-2022,165,Area4,Project11501
28-02-2023,2941.75,170,30-09-2022,165,Area4,Project11501
31-03-2023,2557.5,171,30-09-2022,165,Area4,Project11501
30-04-2023,3849.5,172,30-09-2022,165,Area4,Project11501
31-05-2023,8946,173,30-09-2022,165,Area4,Project11501
30-06-2023,12924.5,174,30-09-2022,165,Area4,Project11501
31-07-2023,9464,175,30-09-2022,165,Area4,Project11501
31-08-2023,4336.5,176,30-09-2022,165,Area4,Project11501
30-09-2023,0,177,30-09-2023,177,Area4,Project11499
31-10-2023,10130,178,30-09-2023,177,Area4,Project11499
30-11-2023,10377.5,179,30-09-2023,177,Area4,Project11499
31-12-2023,5459.5,180,30-09-2023,177,Area4,Project11499
31-01-2024,7390,181,30-09-2023,177,Area4,Project11499
29-02-2024,7229,182,30-09-2023,177,Area4,Project11499
31-03-2024,43675,183,30-09-2023,177,Area4,Project11499
30-04-2024,24652.5,184,30-09-2023,177,Area4,Project11499
31-05-2024,7759.75,185,30-09-2023,177,Area4,Project11499
30-09-2023,0,177,30-09-2023,177,Area2,Project5484
31-10-2023,0,178,30-09-2023,177,Area2,Project5484
30-11-2023,0,179,30-09-2023,177,Area2,Project5484
31-12-2023,0,180,30-09-2023,177,Area2,Project5484
31-01-2024,0,181,30-09-2023,177,Area2,Project5484
29-02-2024,0,182,30-09-2023,177,Area2,Project5484
31-03-2024,0,183,30-09-2023,177,Area2,Project5484
30-04-2024,0,184,30-09-2023,177,Area2,Project5484
31-05-2024,0,185,30-09-2023,177,Area2,Project5484
30-11-2022,946.5,167,30-11-2022,167,Area3,Project1670
31-12-2022,0,168,30-11-2022,167,Area3,Project1670
30-09-2022,0,165,30-09-2022,165,Area5,Project4905
31-10-2022,101281.2011,166,30-09-2022,165,Area5,Project4905
30-11-2022,204551.8699,167,30-09-2022,165,Area5,Project4905
31-12-2022,4698.295524,168,30-09-2022,165,Area5,Project4905
31-01-2023,-9864.494206,169,30-09-2022,165,Area5,Project4905
28-02-2023,-315.6606803,170,30-09-2022,165,Area5,Project4905
31-03-2023,1495.139373,171,30-09-2022,165,Area5,Project4905
30-04-2023,-183.1216636,172,30-09-2022,165,Area5,Project4905
31-05-2023,48.34318002,173,30-09-2022,165,Area5,Project4905
30-06-2023,38.15611265,174,30-09-2022,165,Area5,Project4905
31-07-2023,-6.039855899,175,30-09-2022,165,Area5,Project4905
31-08-2023,2024.095636,176,30-09-2022,165,Area5,Project4905
31-10-2022,0,166,31-10-2022,166,Area3,Project13587
30-11-2022,0,167,31-10-2022,166,Area3,Project13587
31-12-2022,0,168,31-10-2022,166,Area3,Project13587
31-01-2023,0,169,31-10-2022,166,Area3,Project13587
28-02-2023,0,170,31-10-2022,166,Area3,Project13587
31-03-2023,6409.38,171,31-10-2022,166,Area3,Project13587
30-04-2023,3725.223665,172,31-10-2022,166,Area3,Project13587
31-05-2023,2761.432174,173,31-10-2022,166,Area3,Project13587
30-06-2023,1603.021048,174,31-10-2022,166,Area3,Project13587
31-07-2023,987.8603609,175,31-10-2022,166,Area3,Project13587
31-08-2023,-270.0521528,176,31-10-2022,166,Area3,Project13587
30-09-2023,180.82,177,31-10-2022,166,Area3,Project13587
30-06-2023,0,174,30-06-2023,174,Area1,Project13105
31-07-2023,0,175,30-06-2023,174,Area1,Project13105
31-08-2023,0,176,30-06-2023,174,Area1,Project13105
30-09-2023,0,177,30-06-2023,174,Area1,Project13105
31-10-2023,0,178,30-06-2023,174,Area1,Project13105
30-11-2023,0,179,30-06-2023,174,Area1,Project13105
31-12-2023,0,180,30-06-2023,174,Area1,Project13105
31-01-2024,0,181,30-06-2023,174,Area1,Project13105
29-02-2024,68.01,182,30-06-2023,174,Area1,Project13105
31-03-2024,0,183,30-06-2023,174,Area1,Project13105
30-04-2024,0,184,30-06-2023,174,Area1,Project13105
31-05-2024,0,185,30-06-2023,174,Area1,Project13105
31-10-2022,0,166,31-10-2022,166,Area2,Project14453
30-11-2022,0,167,31-10-2022,166,Area2,Project14453
31-12-2022,0,168,31-10-2022,166,Area2,Project14453
31-01-2023,0,169,31-10-2022,166,Area2,Project14453
28-02-2023,0,170,31-10-2022,166,Area2,Project14453
31-03-2023,-857885.75,171,31-10-2022,166,Area2,Project14453
30-04-2023,-72450.54,172,31-10-2022,166,Area2,Project14453
31-05-2023,-494.43,173,31-10-2022,166,Area2,Project14453
30-06-2023,-56334.76,174,31-10-2022,166,Area2,Project14453
31-07-2023,-8722.29,175,31-10-2022,166,Area2,Project14453
31-08-2023,-104296.12,176,31-10-2022,166,Area2,Project14453
30-09-2023,-78827.16,177,31-10-2022,166,Area2,Project14453
31-05-2023,5038.82,173,31-05-2023,173,Area3,Project7887
30-06-2023,152.6283159,174,31-05-2023,173,Area3,Project7887
31-07-2023,151.3424116,175,31-05-2023,173,Area3,Project7887
29-02-2024,1260.5,182,31-05-2023,173,Area3,Project7887
31-03-2024,2027.952115,183,31-05-2023,173,Area3,Project7887
30-04-2024,20205.5577,184,31-05-2023,173,Area3,Project7887
31-12-2022,0,168,31-12-2022,168,Area3,Project82
31-01-2023,0,169,31-12-2022,168,Area3,Project82
28-02-2023,0,170,31-12-2022,168,Area3,Project82
31-03-2023,0,171,31-12-2022,168,Area3,Project82
30-04-2023,0,172,31-12-2022,168,Area3,Project82
31-05-2023,0,173,31-12-2022,168,Area3,Project82
30-06-2023,0,174,31-12-2022,168,Area3,Project82
31-07-2023,0,175,31-12-2022,168,Area3,Project82
31-08-2023,0,176,31-12-2022,168,Area3,Project82
30-09-2023,0,177,31-12-2022,168,Area3,Project82
31-10-2023,7009.06,178,31-12-2022,168,Area3,Project82
30-11-2023,15217.26688,179,31-12-2022,168,Area3,Project82
31-12-2022,0,168,31-12-2022,168,Area1,Project5430
31-01-2023,0,169,31-12-2022,168,Area1,Project5430
28-02-2023,0,170,31-12-2022,168,Area1,Project5430
31-03-2023,0,171,31-12-2022,168,Area1,Project5430
30-04-2023,0,172,31-12-2022,168,Area1,Project5430
31-05-2023,0,173,31-12-2022,168,Area1,Project5430
30-06-2023,0,174,31-12-2022,168,Area1,Project5430
31-07-2023,0,175,31-12-2022,168,Area1,Project5430
31-08-2023,0,176,31-12-2022,168,Area1,Project5430
30-09-2023,0,177,31-12-2022,168,Area1,Project5430
31-10-2023,2555.364947,178,31-12-2022,168,Area1,Project5430
30-11-2023,9406.525178,179,31-12-2022,168,Area1,Project5430
31-08-2022,0,164,31-08-2022,164,Area1,Project12348
30-09-2022,165314.8022,165,31-08-2022,164,Area1,Project12348
31-10-2022,214237.3488,166,31-08-2022,164,Area1,Project12348
30-11-2022,172297.0832,167,31-08-2022,164,Area1,Project12348
31-12-2022,179063.1059,168,31-08-2022,164,Area1,Project12348
31-01-2023,191154.6194,169,31-08-2022,164,Area1,Project12348
28-02-2023,207762.0219,170,31-08-2022,164,Area1,Project12348
31-03-2023,270324.7587,171,31-08-2022,164,Area1,Project12348
30-04-2023,231822.3418,172,31-08-2022,164,Area1,Project12348
31-05-2023,265992.1299,173,31-08-2022,164,Area1,Project12348
30-06-2023,234384.1707,174,31-08-2022,164,Area1,Project12348
31-07-2023,229650.7464,175,31-08-2022,164,Area1,Project12348
31-12-2022,9475.99,168,31-12-2022,168,Area3,Project5545
31-01-2023,19850.88112,169,31-12-2022,168,Area3,Project5545
28-02-2023,15597.98335,170,31-12-2022,168,Area3,Project5545
31-03-2023,23780.19212,171,31-12-2022,168,Area3,Project5545
30-04-2023,19720.71365,172,31-12-2022,168,Area3,Project5545
31-05-2023,12200.60759,173,31-12-2022,168,Area3,Project5545
31-08-2022,0,164,31-08-2022,164,Area6,Project14237
30-09-2022,5156.401869,165,31-08-2022,164,Area6,Project14237
31-10-2022,40786.63118,166,31-08-2022,164,Area6,Project14237
30-11-2022,73713.57936,167,31-08-2022,164,Area6,Project14237
31-12-2022,67456.47847,168,31-08-2022,164,Area6,Project14237
31-01-2023,97419.94375,169,31-08-2022,164,Area6,Project14237
28-02-2023,44146.43369,170,31-08-2022,164,Area6,Project14237
31-03-2023,64270.1749,171,31-08-2022,164,Area6,Project14237
30-04-2023,60266.79292,172,31-08-2022,164,Area6,Project14237
31-05-2023,84453.63287,173,31-08-2022,164,Area6,Project14237
30-06-2023,115300.7159,174,31-08-2022,164,Area6,Project14237
31-07-2023,116990.2571,175,31-08-2022,164,Area6,Project14237
30-09-2022,0,165,30-09-2022,165,Area1,Project13844
31-10-2022,0,166,30-09-2022,165,Area1,Project13844
30-11-2022,0,167,30-09-2022,165,Area1,Project13844
31-12-2022,0,168,30-09-2022,165,Area1,Project13844
31-01-2023,317620.4362,169,30-09-2022,165,Area1,Project13844
28-02-2023,380069.641,170,30-09-2022,165,Area1,Project13844
31-03-2023,920549.182,171,30-09-2022,165,Area1,Project13844
30-04-2023,881577.9229,172,30-09-2022,165,Area1,Project13844
31-05-2023,738046.1237,173,30-09-2022,165,Area1,Project13844
30-06-2023,635683.2289,174,30-09-2022,165,Area1,Project13844
31-07-2023,631129.1771,175,30-09-2022,165,Area1,Project13844
31-08-2023,742782.4337,176,30-09-2022,165,Area1,Project13844
30-09-2022,0,165,30-09-2022,165,Area1,Project13885
31-10-2022,0,166,30-09-2022,165,Area1,Project13885
30-11-2022,0,167,30-09-2022,165,Area1,Project13885
31-12-2023,0,180,30-11-2023,179,Area3,Project14212
31-01-2024,0,181,30-11-2023,179,Area3,Project14212
29-02-2024,6056.61,182,30-11-2023,179,Area3,Project14212
31-03-2024,0,183,30-11-2023,179,Area3,Project14212
30-04-2024,5874.057135,184,30-11-2023,179,Area3,Project14212
31-05-2024,11386.65667,185,30-11-2023,179,Area3,Project14212
31-01-2024,0,181,31-01-2024,181,Area3,Project1680
29-02-2024,5864.469422,182,31-01-2024,181,Area3,Project1680
31-03-2024,441.0395563,183,31-01-2024,181,Area3,Project1680
30-04-2024,-273.6657648,184,31-01-2024,181,Area3,Project1680
31-05-2024,0,185,31-01-2024,181,Area3,Project1680
31-01-2024,0,181,31-01-2024,181,Area3,Project14148
29-02-2024,9064.286706,182,31-01-2024,181,Area3,Project14148
31-03-2024,-114.3789631,183,31-01-2024,181,Area3,Project14148
30-04-2024,-254.8977432,184,31-01-2024,181,Area3,Project14148
31-05-2024,0,185,31-01-2024,181,Area3,Project14148
31-01-2024,0,181,31-01-2024,181,Area3,Project1678
29-02-2024,5802.155472,182,31-01-2024,181,Area3,Project1678
31-03-2024,1482.245791,183,31-01-2024,181,Area3,Project1678
30-04-2024,-210.2151541,184,31-01-2024,181,Area3,Project1678
31-05-2024,-104.3231186,185,31-01-2024,181,Area3,Project1678
30-04-2020,2662,136,30-04-2020,136,Area1,Project1457
31-05-2020,4990.428611,137,30-04-2020,136,Area1,Project1457
30-06-2020,9093.097406,138,30-04-2020,136,Area1,Project1457
31-07-2020,5439.56747,139,30-04-2020,136,Area1,Project1457
31-08-2020,3001.496363,140,30-04-2020,136,Area1,Project1457
30-09-2020,5773,141,30-04-2020,136,Area1,Project1457
30-11-2020,101.3938279,143,30-04-2020,136,Area1,Project1457
31-12-2020,101.3775671,144,30-04-2020,136,Area1,Project1457
31-01-2021,101.6713571,145,30-04-2020,136,Area1,Project1457
30-04-2022,11839.34,160,30-04-2022,160,Area3,Project283
31-05-2022,619.9608954,161,30-04-2022,160,Area3,Project283
30-06-2022,2230.109994,162,30-04-2022,160,Area3,Project283
30-11-2022,6384.778982,167,30-04-2022,160,Area3,Project283
31-12-2022,697.8790877,168,30-04-2022,160,Area3,Project283
31-05-2023,87417.63,173,31-05-2023,173,Area3,Project12116
30-06-2023,101314.9404,174,31-05-2023,173,Area3,Project12116
31-07-2023,45252.55878,175,31-05-2023,173,Area3,Project12116
31-08-2023,62565.09304,176,31-05-2023,173,Area3,Project12116
30-09-2023,86862.95615,177,31-05-2023,173,Area3,Project12116
31-10-2023,70903.4873,178,31-05-2023,173,Area3,Project12116
30-11-2023,25081.37606,179,31-05-2023,173,Area3,Project12116
31-12-2023,16458.55469,180,31-05-2023,173,Area3,Project12116
31-01-2024,8315.1,181,31-05-2023,173,Area3,Project12116
29-02-2024,3561.576968,182,31-05-2023,173,Area3,Project12116
31-03-2024,4483.479283,183,31-05-2023,173,Area3,Project12116
30-04-2024,3441.661525,184,31-05-2023,173,Area3,Project12116
31-01-2018,23175.61,109,31-03-2017,99,Area3,Project14320
28-02-2018,19247.82,110,31-03-2017,99,Area3,Project14320
31-01-2018,4767,109,31-12-2017,108,Area3,Project14338
28-02-2018,16173.39,110,31-12-2017,108,Area3,Project14338
31-03-2018,9574.44,111,31-12-2017,108,Area3,Project14338
30-04-2018,7480.28,112,31-12-2017,108,Area3,Project14338
31-05-2018,29193.74,113,31-12-2017,108,Area3,Project14338
30-06-2018,31482.22,114,31-12-2017,108,Area3,Project14338
31-07-2018,48513.78,115,31-12-2017,108,Area3,Project14338
31-08-2018,25151.5,116,31-12-2017,108,Area3,Project14338
30-09-2018,21909,117,31-12-2017,108,Area3,Project14338
31-10-2018,40183.09,118,31-12-2017,108,Area3,Project14338
30-11-2018,28927.69,119,31-12-2017,108,Area3,Project14338
31-01-2018,31924.27,109,30-11-2017,107,Area3,Project14344
28-02-2018,43490.66,110,30-11-2017,107,Area3,Project14344
31-03-2018,65652.98,111,30-11-2017,107,Area3,Project14344
30-04-2018,53811.97,112,30-11-2017,107,Area3,Project14344
31-05-2018,26280.6,113,30-11-2017,107,Area3,Project14344
30-06-2018,37362.14,114,30-11-2017,107,Area3,Project14344
31-07-2018,30028.78,115,30-11-2017,107,Area3,Project14344
31-08-2018,27741.64,116,30-11-2017,107,Area3,Project14344
30-09-2018,18020.06,117,30-11-2017,107,Area3,Project14344
31-10-2018,31680.46,118,30-11-2017,107,Area3,Project14344
30-11-2018,8944.45,119,30-11-2018,119,Area3,Project14341
31-12-2018,19399.18,120,30-11-2018,119,Area3,Project14341
31-01-2019,22487.37504,121,30-11-2018,119,Area3,Project14341
28-02-2019,61804.90043,122,30-11-2018,119,Area3,Project14341
31-03-2019,79684.11321,123,30-11-2018,119,Area3,Project14341
30-04-2019,45715.54562,124,30-11-2018,119,Area3,Project14341
31-05-2019,69614.01579,125,30-11-2018,119,Area3,Project14341
30-06-2019,66947.7161,126,30-11-2018,119,Area3,Project14341
31-07-2019,109686.2178,127,30-11-2018,119,Area3,Project14341
31-08-2019,69101.02808,128,30-11-2018,119,Area3,Project14341
30-09-2019,48591.64331,129,30-11-2018,119,Area3,Project14341
31-10-2019,67723.92548,130,30-11-2018,119,Area3,Project14341
30-09-2019,0,129,30-09-2019,129,Area3,Project14326
31-10-2019,0,130,30-09-2019,129,Area3,Project14326
30-11-2019,20625.31247,131,30-09-2019,129,Area3,Project14326
31-12-2019,34030.4384,132,30-09-2019,129,Area3,Project14326
31-01-2020,68990.77,133,30-09-2019,129,Area3,Project14326
29-02-2020,119010.82,134,30-09-2019,129,Area3,Project14326
31-03-2020,160187.06,135,30-09-2019,129,Area3,Project14326
30-04-2020,64396.46,136,30-09-2019,129,Area3,Project14326
31-05-2020,86454.95425,137,30-09-2019,129,Area3,Project14326
30-06-2020,82113.63792,138,30-09-2019,129,Area3,Project14326
31-07-2020,43126.21825,139,30-09-2019,129,Area3,Project14326
31-08-2020,44899.81523,140,30-09-2019,129,Area3,Project14326
31-10-2019,0,130,31-10-2019,130,Area3,Project14342
30-11-2019,0,131,31-10-2019,130,Area3,Project14342
31-12-2019,13784.44007,132,31-10-2019,130,Area3,Project14342
31-01-2020,41763.15,133,31-10-2019,130,Area3,Project14342
29-02-2020,35339.02,134,31-10-2019,130,Area3,Project14342
31-03-2020,78690.24,135,31-10-2019,130,Area3,Project14342
30-04-2020,166935.5,136,31-10-2019,130,Area3,Project14342
31-05-2020,91546.11181,137,31-10-2019,130,Area3,Project14342
30-06-2020,59436.05433,138,31-10-2019,130,Area3,Project14342
31-07-2020,43431.1873,139,31-10-2019,130,Area3,Project14342
31-08-2020,16803.43031,140,31-10-2019,130,Area3,Project14342
30-09-2020,2370,141,31-10-2019,130,Area3,Project14342
31-05-2020,0,137,31-05-2020,137,Area3,Project14321
30-06-2020,25848.23264,138,31-05-2020,137,Area3,Project14321
31-07-2020,57970.13598,139,31-05-2020,137,Area3,Project14321
31-08-2020,74205.62293,140,31-05-2020,137,Area3,Project14321
30-09-2020,144196.139,141,31-05-2020,137,Area3,Project14321
31-10-2020,68818.81818,142,31-05-2020,137,Area3,Project14321
30-11-2020,17010.63255,143,31-05-2020,137,Area3,Project14321
31-12-2020,31339.24601,144,31-05-2020,137,Area3,Project14321
31-01-2021,33948.56924,145,31-05-2020,137,Area3,Project14321
28-02-2021,51491.87436,146,31-05-2020,137,Area3,Project14321
31-03-2021,89774.53403,147,31-05-2020,137,Area3,Project14321
30-04-2021,58740.59373,148,31-05-2020,137,Area3,Project14321
31-01-2021,0,145,31-01-2021,145,Area3,Project14333
28-02-2021,0,146,31-01-2021,145,Area3,Project14333
31-03-2021,0,147,31-01-2021,145,Area3,Project14333
30-04-2021,0,148,31-01-2021,145,Area3,Project14333
31-05-2021,25585.57,149,31-01-2021,145,Area3,Project14333
30-06-2021,66191.03694,150,31-01-2021,145,Area3,Project14333
31-07-2021,74196.34256,151,31-01-2021,145,Area3,Project14333
31-08-2021,69335.21285,152,31-01-2021,145,Area3,Project14333
30-09-2021,139591.0168,153,31-01-2021,145,Area3,Project14333
31-10-2021,28961.23996,154,31-01-2021,145,Area3,Project14333
30-11-2021,39727.3343,155,31-01-2021,145,Area3,Project14333
31-12-2021,25057.80621,156,31-01-2021,145,Area3,Project14333
28-02-2021,0,146,28-02-2021,146,Area3,Project14323
31-03-2021,0,147,28-02-2021,146,Area3,Project14323
30-04-2021,14002.34,148,28-02-2021,146,Area3,Project14323
31-05-2021,110537.5422,149,28-02-2021,146,Area3,Project14323
30-06-2021,41078.91662,150,28-02-2021,146,Area3,Project14323
31-07-2021,126754.6567,151,28-02-2021,146,Area3,Project14323
31-08-2021,165757.7544,152,28-02-2021,146,Area3,Project14323
30-09-2021,66596.35423,153,28-02-2021,146,Area3,Project14323
31-10-2021,63928.82734,154,28-02-2021,146,Area3,Project14323
30-11-2021,72098.3596,155,28-02-2021,146,Area3,Project14323
31-12-2021,62688.29915,156,28-02-2021,146,Area3,Project14323
31-01-2022,60713.10973,157,28-02-2021,146,Area3,Project14323
30-04-2022,0,160,30-04-2022,160,Area3,Project14349
31-05-2022,0,161,30-04-2022,160,Area3,Project14349
30-06-2022,0,162,30-04-2022,160,Area3,Project14349
31-07-2022,-153.6100033,163,30-04-2022,160,Area3,Project14349
31-08-2022,0.0045488,164,30-04-2022,160,Area3,Project14349
30-09-2022,0.01306784,165,30-04-2022,160,Area3,Project14349
31-10-2022,0.00182432,166,30-04-2022,160,Area3,Project14349
30-11-2022,0.00182432,167,30-04-2022,160,Area3,Project14349
31-12-2022,-0.00220989,168,30-04-2022,160,Area3,Project14349
31-01-2023,1063.329383,169,30-04-2022,160,Area3,Project14349
